s1,s2,s3,s4,s5,s6,s9
-0.9510709,-0.6643158,-0.29236728,-0.5860526,0.4949501,-0.19525658,0.8036902
-0.98863876,-0.7574857,-0.37213582,-0.6517973,0.7157119,-0.08704962,0.6499405
-0.9926598,-0.9040829,-0.5809528,-0.72206455,1.2942579,0.13046855,0.12884021
-0.99889755,-0.81579834,-0.3676426,-0.68839943,0.6333316,-0.10170095,0.64628273
-0.99286556,-0.9032488,-0.2701494,-0.6865355,0.1900867,-0.25945428,0.80096674
-0.9617507,-0.9698442,-0.47693655,-0.7973179,0.84752923,-0.03133279,0.2929749
-0.98025596,-0.93973595,-0.45166677,-0.77299786,0.8030177,-0.04068142,0.39274606
-0.9984112,-0.87139046,-0.5038427,-0.7179898,1.0799866,0.054287553,0.32641736
-0.9045659,-0.59252465,-0.2719787,-0.5350436,0.4885983,-0.2389482,0.83477426
-0.7505244,-0.43666995,-0.2560681,-0.40974665,0.5966697,-0.3553754,0.84328747
-0.7285883,-0.41905925,-0.15696536,-0.39376867,0.19218042,-0.5007796,0.95908475
-0.46610212,-0.2447912,-0.014471706,-0.23097597,-0.21966895,-0.86975014,0.9971354
-0.4209593,-0.21894689,-0.08727142,-0.21520796,0.12031724,-0.85305923,0.9878585
-0.365398,-0.18811437,-0.22436158,-0.1760026,0.7286496,-0.799146,0.8389121
-0.22426106,-0.11333294,-0.012294249,-0.1121075,-0.08473058,-0.99999976,0.99981225
-0.0929772,-0.046572655,0.044376366,-0.045825027,-0.25308233,-0.87037826,0.98770314
-0.001810781,-0.00090539106,-0.11163287,-0.0008685293,0.47878525,-0.7781977,0.9440306
0.16736588,0.08417758,0.02696991,0.08391521,-0.016288929,0.3956992,0.99923795
-0.05038142,-0.025204042,-0.08446221,-0.024764903,0.34211814,-0.8798069,0.97109425
0.35761297,0.18386878,-0.0062586986,0.17605457,0.24271154,0.42730308,0.9939282
0.6859821,0.38671616,0.13597459,0.36544338,-0.13804914,-0.8514913,0.97247034
0.9000752,0.5866444,0.33453366,0.52787876,-0.7515811,-0.18012308,0.7278456
0.87923306,0.5609461,0.38364846,0.49536696,-0.9630277,-0.96001893,0.6286692
0.9987122,0.8137009,0.44763845,0.68505967,-0.9429358,-0.81278175,0.4772455
0.9927807,0.90359455,0.41510597,0.74614745,-0.7140608,0.021624207,0.50609887
0.94937766,0.98264295,0.539655,0.80924046,-1.045265,-0.22600727,0.119436145
0.9111505,0.99977887,0.5258822,0.8396438,-0.9314679,0.9953183,0.065216124
0.9999994,0.8408918,0.39877483,0.70632595,-0.7264792,-0.75240624,0.5735366
0.988391,0.9189704,0.45392248,0.75886714,-0.8404272,0.98777163,0.4072954
0.99347883,0.77820283,0.35618642,0.664494,-0.62961805,-0.9358135,0.67789334
0.9439254,0.65155596,0.33364308,0.57837015,-0.677642,0.42938244,0.7317
0.8807469,0.56273365,0.2832553,0.51295954,-0.56870884,0.41128582,0.8152206
0.872786,0.5534569,0.22284,0.50231636,-0.32507983,0.63376987,0.90114105
0.92758924,0.62512916,0.3899015,0.5491532,-0.9242068,0.9407004,0.62112075
0.93916166,0.64349365,0.25157166,0.5663342,-0.34948817,0.2703608,0.8664066
0.7901683,0.47054496,0.13720325,0.42767492,-0.055662263,0.79586977,0.97720635
0.81936306,0.497575,0.21594733,0.46074316,-0.35719162,-0.9990849,0.9053578
0.68521345,0.38615263,0.19563305,0.36852482,-0.39755696,-0.81897753,0.91717505
0.3044098,0.15527362,0.05878624,0.15386356,-0.07100762,0.9288235,0.99499846
0.4559553,0.23891255,0.18389493,0.23134308,-0.5186073,-0.8565075,0.90799224
0.01987969,0.009940662,-0.0028726067,0.009938273,0.025344994,-0.5801449,0.9999077
-0.46920547,-0.24659769,-0.101426095,-0.24141546,0.14975864,-0.79549736,0.9827342
-0.5349084,-0.28589225,-0.12065921,-0.27805394,0.1877457,-0.71314985,0.97437894
-0.42485225,-0.22114539,-0.06033746,-0.21585403,-0.0012290576,-0.86997205,0.9972328
-0.78001857,-0.4615912,-0.2278521,-0.43257564,0.4489389,-0.37079322,0.8866026
-0.8024417,-0.48166445,-0.17855346,-0.4442788,0.21568209,-0.42083555,0.9448382
-0.9343186,-0.6356132,-0.4951112,-0.5209231,1.2562515,0.061564684,0.38799948
-0.9677988,-0.6984089,-0.17986552,-0.56591475,0.029340032,-0.34597266,0.95175797
-0.8273736,-0.5053665,-0.23899736,-0.4680321,0.44668692,-0.32452923,0.87624454
-0.768934,-0.45204297,-0.25423875,-0.42339945,0.5717096,-0.34386986,0.84824884
-0.9430782,-0.6500979,-0.31936222,-0.57767755,0.6212045,-0.1608963,0.75753975
-0.9032242,-0.5907536,-0.42574868,-0.5084729,1.0804421,-0.036450088,0.5419022
-0.9295965,-0.62820363,-0.33306137,-0.5608634,0.7007642,-0.1468077,0.73250616
-0.9073077,-0.5961834,-0.31168112,-0.53771573,0.649014,-0.18414308,0.76962614
-0.99973893,-0.853734,-0.5065601,-0.7032308,1.1086514,0.06321931,0.3292218
-0.96824247,-0.6994201,-0.30887946,-0.61051637,0.52471715,-0.16997094,0.7746102
-0.97816235,-0.9440847,-0.47873375,-0.7771181,0.89660364,-0.010005936,0.32559538
-0.99995387,-0.84664685,-0.37191194,-0.7068474,0.6154237,-0.10371321,0.6275464
-0.99446195,-0.7832565,-0.3644039,-0.6682716,0.65665245,-0.10018769,0.660664
-0.9250875,-0.62135655,-0.33607316,-0.55531913,0.7203073,-0.14439744,0.7267478
-0.6788245,-0.3814932,-0.19923155,-0.36435974,0.41858846,-0.4878207,0.9123687
-0.70932573,-0.40415597,-0.16807735,-0.38292128,0.2569413,-0.5017235,0.94792235
-0.2826766,-0.14378045,-0.11451752,-0.14193846,0.33282557,-0.95445055,0.96334904
-0.10153265,-0.050875865,-0.03040173,-0.050827816,0.07319636,-0.9322603,0.9978363
0.018644538,0.009322944,0.016646218,0.009318158,-0.063221425,-0.56142527,0.99897516
0.21372814,0.10790266,0.09465816,0.10689219,-0.2890683,0.801706,0.97370017
0.23620455,0.11951087,-0.0872559,0.11055346,0.4938285,0.77698606,0.94688517
0.5734218,0.31000185,0.11650235,0.29925242,-0.14098416,-0.7879767,0.9790579
0.2764776,0.14052,0.045328822,0.13931793,-0.028990513,0.9999093,0.99777293
0.34811154,0.17870964,0.02865029,0.17468694,0.090022475,0.5274892,0.99999875
0.65592074,0.36513725,0.17038575,0.3500014,-0.31233218,-0.6037104,0.94157434
0.63585025,0.35121635,0.21928915,0.33561653,-0.5394754,-0.08938001,0.88240767
0.84470266,0.5228665,0.24711233,0.48192126,-0.4614217,0.14376429,0.86658496
0.7600033,0.44451308,0.10564315,0.40138805,0.04565498,-0.52984846,0.9920945
0.9889395,0.91726667,0.3749239,0.7448505,-0.54483366,0.97872984,0.5843566
0.99259263,0.9043521,0.53770924,0.73645085,-1.1570135,-0.05281879,0.22751129
0.99999547,0.8398438,0.36055124,0.70103496,-0.5787944,-0.64595723,0.6531439
0.94586354,0.9855135,0.51773196,0.8137915,-0.96145296,0.00673905,0.1625101
0.94873774,0.9831887,0.46910772,0.8079451,-0.791721,-0.10417819,0.28317797
0.99431163,0.78245705,0.39181006,0.6682663,-0.76535916,-0.10808264,0.60516894
0.9676853,0.69815135,0.42382428,0.6008918,-0.97589105,0.7366721,0.54922223
0.84937876,0.5277546,0.28331342,0.485089,-0.6079291,0.021935046,0.8120672
0.6863538,0.38698888,0.22285198,0.36814597,-0.51350474,-0.93779165,0.8833263
0.83413225,0.5120821,0.2877318,0.47172287,-0.64356744,-0.64614236,0.8031303
0.70187354,0.39851815,0.06305656,0.35762575,0.16892502,0.9023696,0.999949
0.54207116,0.29030985,0.14027053,0.28253433,-0.26906416,0.76124454,0.96023333
0.376126,0.19399321,-0.01597026,0.18358165,0.2915907,0.10940719,0.98948944
0.64694643,0.3588676,0.29647464,0.33014345,-0.83600307,-0.9977633,0.7601462
0.649867,0.3608998,0.29111537,0.33332828,-0.8145534,-0.9570151,0.7704343
0.2375405,0.120203316,0.08697779,0.11933963,-0.24022967,0.91877437,0.9798791
0.5684013,0.3068075,0.16990395,0.29740265,-0.37940803,-0.61868155,0.9347229
0.33927965,0.17393544,0.13140336,0.17108439,-0.37030068,0.5235582,0.95313275
0.04407519,0.022046523,0.022524267,0.022033118,-0.073763065,-0.43414754,0.9984017
-0.6022095,-0.3286464,-0.25842384,-0.3086981,0.72262347,-0.48696685,0.8193209
-0.811477,-0.4900715,-0.23940232,-0.45585504,0.46573725,-0.33406094,0.8741542
-0.85530406,-0.5340591,-0.3576556,-0.47845381,0.8944122,-0.1493431,0.67803067
-0.9767482,-0.7203536,-0.37341085,-0.6260028,0.76139027,-0.083628275,0.6521268
-0.97471213,-0.7150407,-0.40726084,-0.617789,0.8975433,-0.03965704,0.5831877
-0.9890315,-0.91697586,-0.45085868,-0.75743246,0.8316565,-0.029282123,0.41590983
-0.99997103,-0.8455765,-0.36475122,-0.70498854,0.5887591,-0.11281499,0.6426085
-0.9901247,-0.76328737,-0.5177667,-0.62428814,1.2300714,0.09440595,0.33139068
-0.9488488,-0.66025424,-0.29302368,-0.5834477,0.5020288,-0.19490421,0.8026526
-0.9998293,-0.85140187,-0.42975035,-0.7134332,0.83318627,-0.030530915,0.5024562
-0.8752642,-0.5563126,-0.33219677,-0.50308746,0.7746191,-0.17201903,0.72964257
-0.93304306,-0.63358617,-0.4027954,-0.552995,0.96299124,-0.054017395,0.5945469
-0.9748208,-0.7153187,-0.29811952,-0.6187177,0.464139,-0.18413797,0.7920692
-0.9985704,-0.8121938,-0.39104024,-0.68784875,0.7290944,-0.070382155,0.5992844
-0.99982834,-0.8314097,-0.38455373,-0.6994886,0.6820136,-0.08316315,0.60679054
-0.95491374,-0.67156154,-0.35238808,-0.59200263,0.7310976,-0.113858595,0.69619584
-0.9070892,-0.59588987,-0.20828791,-0.5269162,0.2212498,-0.3244928,0.920637
-0.8875581,-0.5709208,-0.41384572,-0.4947661,1.0577525,-0.059026077,0.5655906
-0.8499237,-0.5283291,-0.328442,-0.47980154,0.7892871,-0.19110759,0.73349136
-0.49256748,-0.2603324,-0.063293196,-0.25100935,-0.033199318,-0.807798,0.9978176
0.0205751,0.010288457,0.07215709,0.010133656,-0.30676037,-0.48196214,0.97769
-0.033601414,-0.01680466,-0.061200354,-0.01664602,0.25183424,-0.8230432,0.9846738
0.3474121,0.17833081,0.046823893,0.17543198,0.010086229,0.5144723,0.9985753
0.5148928,0.27369562,0.16588902,0.2663903,-0.4013355,0.8640568,0.93419397
0.6377755,0.3525361,0.21561554,0.33717468,-0.5224539,-0.29617852,0.88754535
0.58832914,0.319585,0.09605536,0.30540937,-0.04132451,-0.94560224,0.9901729
0.7198602,0.41224524,0.13631444,0.38545874,-0.111640796,-0.30116916,0.9741154
0.6887727,0.38876775,0.12759809,0.365878,-0.10002249,-0.9997636,0.97811025
0.75491595,0.44028518,0.2523202,0.41328803,-0.5769624,0.9086772,0.84945834
0.6582205,0.36675614,0.22392258,0.34959126,-0.5412459,-0.25065187,0.8786838
0.7783596,0.4601473,0.17543007,0.42784792,-0.22577356,-0.6152086,0.9460934
0.94408107,0.65182495,0.36394304,0.57574254,-0.79794496,-0.92545825,0.6740159
0.9804336,0.7305849,0.3216932,0.63152254,-0.5431577,0.9281422,0.7496056
0.98639035,0.9247911,0.36505482,0.7450372,-0.499053,0.89615357,0.6000438
0.98861635,0.9182765,0.3868013,0.74884224,-0.5882012,0.99125683,0.55781764
0.8228582,0.94439167,0.73345995,0.8620595,-1.4776242,0.08810285,-0.56775194
0.9637821,0.96728265,0.40714765,0.78140867,-0.595473,-0.90484077,0.4600135
0.9958662,0.8890931,0.3768665,0.73100406,-0.5857545,-0.9951932,0.5979247
0.9994445,0.82330656,0.20194212,0.618365,-0.028801417,0.52303004,0.9221571
0.9696971,0.7027852,0.3990247,0.60979235,-0.8792549,-0.25865182,0.60137933
0.82660216,0.5046083,0.10360287,0.43739972,0.10271845,-0.99239045,0.9947452
0.57659286,0.3120279,0.08436401,0.29756764,0.00028618472,-0.8761229,0.99415755
0.42305636,0.22013052,0.18386811,0.21284431,-0.5394686,-0.9392792,0.90444726
0.41778585,0.21715866,0.049673088,0.21141222,0.043062553,-0.77921563,0.99902767
0.29802114,0.15188473,0.063093565,0.15065144,-0.09443907,0.9562607,0.9934479
0.3392803,0.1739358,0.20066448,0.16510461,-0.6540225,0.43491328,0.87153685
0.3418824,0.1753403,0.09054434,0.17357048,-0.18826653,0.538318,0.9828522
0.22227378,0.11230715,0.15293749,0.108421154,-0.52963704,0.8921486,0.9203938
0.035212826,0.017610963,0.012302785,0.017608419,-0.033346526,-0.49145907,0.9996051
-0.1507925,-0.07575712,-0.16446276,-0.071696386,0.6096008,-0.9999964,0.8979145
-0.30110043,-0.15351704,-0.23139979,-0.14096074,0.7811028,-0.86951226,0.81686985
-0.50820154,-0.26966476,-0.1705473,-0.26227474,0.42627752,-0.6879107,0.92863065
-0.6792187,-0.3817794,-0.15645331,-0.36351734,0.23216577,-0.54080355,0.9561564
-0.9097762,-0.599524,-0.2936159,-0.54078686,0.57093793,-0.20744096,0.80053025
-0.9963685,-0.7945032,-0.3398365,-0.67196673,0.5469697,-0.13448094,0.7062459
-0.976121,-0.7186937,-0.5257376,-0.58180296,1.2869024,0.106053114,0.3179033
-0.979523,-0.7279751,-0.37232283,-0.6314864,0.74880254,-0.08516566,0.65351564
-0.9959021,-0.88889384,-0.4955792,-0.7334087,1.0307628,0.037912175,0.33478162
-0.99987084,-0.85011405,-0.3927774,-0.7115541,0.69257015,-0.07751406,0.582643
-0.99936146,-0.8605722,-0.48403862,-0.7137767,1.022703,0.034014046,0.37708354
-0.98707014,-0.7517492,-0.3859529,-0.64741105,0.77632916,-0.0685152,0.6228817
-0.98444015,-0.7428438,-0.42512003,-0.6358185,0.93521583,-0.017530918,0.5420261
-0.9681004,-0.6990957,-0.33704543,-0.61210465,0.63943654,-0.13216937,0.72397864
-0.8523659,-0.53091705,-0.36990297,-0.4723891,0.9418512,-0.13499488,0.6528841
-0.939351,-0.64380807,-0.21735565,-0.55726796,0.21156935,-0.3006261,0.91133636
-0.9002559,-0.5868785,-0.26725495,-0.5306946,0.47506198,-0.24724469,0.8417013
-0.9380303,-0.6416257,-0.25713426,-0.5662905,0.37420171,-0.24670078,0.85839796
-0.87455565,-0.5554932,-0.28574184,-0.5072267,0.5871116,-0.23465136,0.81064314
-0.9436556,-0.6510903,-0.39919418,-0.5684957,0.9327017,-0.0553751,0.6025151
-0.84124,-0.5192944,-0.22940686,-0.4782768,0.39025965,-0.3290826,0.890284
-0.56996834,-0.30780286,-0.15909265,-0.29856974,0.33092135,-0.63727957,0.9456059
-0.2823795,-0.14362402,-0.09206116,-0.14245157,0.234064,-0.9640535,0.9790929
0.038400017,0.01920591,-0.02826723,0.019110816,0.15035146,-0.52865106,0.99553806
0.47882104,0.25222135,0.16494285,0.24582754,-0.4226748,-0.32415253,0.93195266
0.75595593,0.44114587,0.12397221,0.40408584,-0.030672563,0.9975432,0.98341763
0.6434177,0.35642257,0.13300815,0.34032366,-0.15936178,-0.7439203,0.97210693
0.7663982,0.44989052,0.26500237,0.42050362,-0.61893076,0.99889064,0.8314812
0.80902755,0.4877729,0.31572622,0.44649684,-0.78190887,0.18131837,0.75120485
0.86404157,0.5435974,0.3902396,0.47780722,-1.0016081,0.99694514,0.61247396
0.8893,0.5730543,0.29941642,0.52039504,-0.6241889,0.8189033,0.7892905
0.6629461,0.37009853,0.09033582,0.34467384,0.036171257,0.22669864,0.9945849
0.89016706,0.57412255,0.31366885,0.52017874,-0.68131185,0.13529849,0.76474273
0.7682727,0.45148054,0.2605678,0.42235336,-0.59876305,0.3851381,0.8385807
0.99940753,0.859878,0.41338873,0.71896195,-0.76072603,0.7941968,0.53431594
0.9986404,0.86918825,0.44583407,0.72484624,-0.87284875,0.7915606,0.45848462
0.9930287,0.902578,0.3415971,0.72601295,-0.43780795,0.016153023,0.6639608
0.99996793,0.83714163,0.41386014,0.70426756,-0.78903747,-0.10628609,0.5427168
0.9966635,0.8844156,0.5142932,0.72593856,-1.101172,-0.81555396,0.2948998
0.995882,0.88900554,0.5334574,0.72467345,-1.1604707,-0.9943518,0.24809134
0.99694407,0.88262796,0.51650816,0.7239483,-1.110767,-0.67203814,0.29094255
0.92837536,0.6263281,0.4486739,0.53189856,-1.1254392,-0.5320338,0.49414143
0.9040843,0.5918876,0.24798161,0.5323179,-0.38899684,0.98238516,0.8700104
0.78137666,0.46277723,0.2504035,0.43290165,-0.5434263,0.18095621,0.8553499
0.33830893,0.17341194,0.033977278,0.17012417,0.060692012,0.6533568,0.9998551
0.23389463,0.11831429,0.04040554,0.11762884,-0.03427343,0.8705175,0.99803704
-0.011900847,-0.005950599,-0.09798058,-0.0057725543,0.41929233,-0.79597443,0.9576823
0.24259944,0.12282806,0.12876008,0.12038639,-0.41859144,0.958627,0.9479073
-0.0901602,-0.045156725,0.02360805,-0.044802263,-0.1611513,-0.8801666,0.9956252
-0.39383614,-0.20377329,0.04227429,-0.18743266,-0.39921528,-0.9536661,0.97323036
-0.12516211,-0.06278676,-0.13045909,-0.060683113,0.49102816,-0.9909008,0.9358797
-0.31705472,-0.16200787,0.026085444,-0.15452874,-0.3007412,-0.98514044,0.9871883
-0.41938508,-0.21805939,-0.14689119,-0.21367371,0.3850271,-0.80543715,0.94509387
-0.6354263,-0.3509262,-0.17547473,-0.33751646,0.3513278,-0.5558839,0.93474394
-0.7450809,-0.43223166,-0.14060079,-0.4012635,0.10846334,-0.50928175,0.97257525
-0.96038103,-0.68241835,-0.32528585,-0.60042834,0.6099848,-0.14895752,0.7463324
-0.9962001,-0.7934084,-0.4423406,-0.6708913,0.94541883,-0.0013961792,0.49470043
-0.9999999,-0.84122926,-0.49598482,-0.69603306,1.085748,0.054130256,0.35882494
-0.998296,-0.8724331,-0.40060484,-0.72575253,0.6966611,-0.07451249,0.5559301
-0.95245934,-0.9798653,-0.38999793,-0.7816937,0.51236486,-0.1503754,0.47757027
-0.9984011,-0.87148315,-0.47123316,-0.7240631,0.9639995,0.014761746,0.40034768
-0.99530476,-0.89209694,-0.5510012,-0.7219446,1.2141,0.10172373,0.20584369
-0.97925264,-0.7272111,-0.3317626,-0.63043916,0.5874485,-0.13892907,0.73156464
-0.90782046,-0.59687364,-0.2170578,-0.5297653,0.25591063,-0.31226057,0.91042686
-0.8172065,-0.49550712,-0.19745329,-0.45722157,0.28072122,-0.3864198,0.92655396
-0.76898557,-0.45208684,-0.10328275,-0.40561968,-0.061529737,-0.53968585,0.9932418
-0.8490305,-0.5273879,-0.2694803,-0.48546746,0.5506672,-0.27058178,0.83393466
-0.7511109,-0.43715099,-0.073549874,-0.3859911,-0.16069722,-0.5881152,0.99957305
-0.6024602,-0.32881135,-0.19579673,-0.31661138,0.46548215,-0.56268233,0.9088683
-0.70983785,-0.40454593,-0.20258653,-0.38446182,0.40617344,-0.45740741,0.9113784
-0.6994829,-0.39672396,-0.16467202,-0.37654245,0.2506908,-0.5139185,0.9503311
-0.36675158,-0.18885429,-0.08207336,-0.1865657,0.13383356,-0.90500665,0.9881616
-0.25173938,-0.12758102,0.060086157,-0.12047931,-0.40085146,-0.99937034,0.9695814
-0.37548557,-0.1936413,-0.022556791,-0.18779498,-0.13304618,-0.9331773,0.9996338
0.19785973,0.09975136,0.105766065,0.09839008,-0.34710106,0.71329045,0.9645542
0.5238469,0.27912554,0.18836987,0.2700609,-0.49153382,0.9948125,0.9097221
0.80942047,0.4881406,0.14456694,0.44140193,-0.06840608,-0.25258934,0.973318
0.7159625,0.40923548,0.19710585,0.3884666,-0.37700096,-0.97504675,0.9183331
0.920683,0.614864,0.18578878,0.53042376,-0.11478999,-0.1580282,0.94506574
0.9715868,0.707277,0.3486173,0.6177721,-0.6770876,-0.108694494,0.7016523
0.99218893,0.77210456,0.2687991,0.6400009,-0.29260632,0.999807,0.8345745
0.9240731,0.61984473,0.21047696,0.54165876,-0.20688674,0.7104278,0.9189302
0.9287888,0.62696123,0.31654578,0.560831,-0.63508177,-0.92873544,0.7622598
0.98803353,0.75522953,0.43782228,0.6427654,-0.9690417,-0.74436915,0.5126318
0.88268757,0.5650418,0.25599748,0.5141219,-0.45191732,-0.12536004,0.857117
0.91489244,0.606597,0.26868218,0.54475605,-0.45942527,-0.99969655,0.8404135
0.9733953,0.71171516,0.31222108,0.618654,-0.52509195,-0.6939901,0.7680243
0.99413186,0.7815141,0.3571135,0.666616,-0.62966025,-0.44927716,0.6754289
0.9945396,0.78367335,0.39959964,0.66877604,-0.79428345,0.38288814,0.5886873
0.9965749,0.88496375,0.37904564,0.7293054,-0.5989356,-0.927495,0.5955353
0.97515535,0.94981486,0.5168529,0.7793726,-1.0249665,-0.60415506,0.23052049
0.97308695,0.71094847,0.4153865,0.61302024,-0.93210214,-0.74533755,0.5663625
0.8887597,0.5723906,0.20552742,0.51161337,-0.23342368,0.3342138,0.9227072
0.8387206,0.5167198,0.23016803,0.47638407,-0.39636794,-0.09424417,0.88907474
0.8533571,0.5319734,0.23065051,0.48784176,-0.3814599,0.932269,0.88968563
0.5234985,0.27891347,0.13252918,0.27197218,-0.24858439,0.9802098,0.9651626
-0.031937476,-0.015972132,-0.08296627,-0.015671475,0.34621283,-0.83695817,0.9710301
-0.15226306,-0.07650315,0.057723433,-0.07401414,-0.34174353,-0.94814485,0.977392
-0.24838406,-0.12583451,-0.13679802,-0.122928694,0.44898644,-0.96898055,0.9405129
-0.4544063,-0.23801884,-0.09677599,-0.23330961,0.13947389,-0.81380016,0.9845605
-0.3567581,-0.18340358,-0.12592557,-0.18067858,0.3351012,-0.8849944,0.9591713
-0.32844037,-0.16810323,-0.03762581,-0.16535732,-0.038440704,-0.957322,0.99953425
-0.36347228,-0.1870626,-0.2159745,-0.17614841,0.69900984,-0.8085783,0.85189176
-0.61133194,-0.33467865,-0.09104131,-0.31710508,0.003503372,-0.6750634,0.992877
-0.74352324,-0.43097016,-0.3082736,-0.39611948,0.8109003,-0.29231262,0.7547414
-0.6651715,-0.37168014,-0.12543178,-0.3519795,0.10950899,-0.5901098,0.9782503
-0.92920554,-0.6276014,-0.3095554,-0.5614345,0.60573936,-0.17847511,0.7744976
-0.93391776,-0.6349742,-0.3968651,-0.5556865,0.9400839,-0.06138234,0.6070321
-0.9974129,-0.87943107,-0.36609784,-0.72330374,0.5557567,-0.121909216,0.6255528
-0.9982819,-0.87255836,-0.4098781,-0.72670025,0.7321725,-0.06263648,0.5358243
-0.94850576,-0.983384,-0.4708994,-0.80839574,0.7977997,-0.05260706,0.2784413
-0.99977666,-0.82998824,-0.35058993,-0.69366145,0.5507803,-0.12744078,0.67623615
-0.9998664,-0.85026,-0.44863248,-0.7113675,0.90552473,-0.006457135,0.46132597
-0.97972214,-0.7285409,-0.32955605,-0.6310926,0.5771014,-0.14191316,0.735496
-0.9321633,-0.63219935,-0.28051504,-0.56343657,0.4807595,-0.21674842,0.8227592
-0.8098941,-0.48858434,-0.21094885,-0.45344612,0.34590787,-0.3730756,0.9105679
-0.7995115,-0.47897923,-0.24457408,-0.44674712,0.5003351,-0.3350861,0.8657106
-0.60163087,-0.32826588,-0.20092067,-0.31574064,0.48803803,-0.5573713,0.902496
-0.54564846,-0.29252708,-0.09418119,-0.28216213,0.063780025,-0.73020434,0.98944503
-0.6251211,-0.34391922,-0.26400042,-0.32244366,0.72872293,-0.45670736,0.8135469
-0.41920716,-0.21795912,-0.12523285,-0.21440786,0.29020426,-0.8241073,0.96402204
-0.5296623,-0.2826748,-0.11330248,-0.27482808,0.15910937,-0.7257584,0.9787851
-0.4129347,-0.21443185,-0.011284261,-0.20485763,-0.20231168,-0.9126767,0.997463
-0.26395935,-0.13395841,-0.110016465,-0.13234457,0.32495,-0.96887636,0.96563447
-0.0047520488,-0.0023760356,-0.0787837,-0.002328326,0.34381723,-0.75615454,0.972345
0.35244122,0.18105759,-0.013787913,0.17269158,0.27033678,0.5178407,0.9913037
0.43135408,0.22482938,0.10902424,0.22114667,-0.2099337,-0.9689359,0.9763192
0.60150427,0.32818264,0.18456437,0.31664103,-0.4177892,-0.09324736,0.9218787
0.75124437,0.43726045,0.20186889,0.41205004,-0.36518347,-0.7049821,0.9160566
0.97624785,0.71902764,0.36700258,0.62544405,-0.7375403,-0.9841699,0.6649835
0.9995544,0.82521415,0.2965236,0.67464054,-0.34781945,0.75815827,0.7790796
0.9950403,0.78643477,0.48989448,0.6537575,-1.1202344,0.98622024,0.3903645
0.9320334,0.6319954,0.3249614,0.56425184,-0.66385263,0.64624965,0.7473481
0.96838874,0.6997551,0.31816122,0.6116313,-0.5621268,-0.92339915,0.7582851
0.93665206,0.63937265,0.4194344,0.55320334,-1.016604,0.2757649,0.55926937
0.98237413,0.73635197,0.25336578,0.61738044,-0.26638168,0.9151889,0.86133003
0.97945935,0.7277949,0.32192427,0.629826,-0.5470922,-0.8696302,0.7494551
0.9098194,0.599583,0.23979945,0.5362175,-0.34675294,-0.94612205,0.88156855
0.9126053,0.6034096,0.1536014,0.5110249,-0.0040161856,-0.91148126,0.97200805
0.982089,0.73548615,0.35178992,0.6369109,-0.6589349,0.14531952,0.6929279
0.9940632,0.781158,0.42665604,0.66431344,-0.900295,-0.65207857,0.5317544
0.99816537,0.8082539,0.32061875,0.674955,-0.4569112,0.38741612,0.7393952
0.99850464,0.87051404,0.4274443,0.7261626,-0.80179536,0.65049917,0.49848512
0.84498423,0.5231587,0.24168533,0.48194882,-0.43808213,0.9651253,0.87417674
0.82095855,0.49911284,0.2872069,0.46078655,-0.6557328,0.67276746,0.8024367
0.70809764,0.40322217,0.23586312,0.38175517,-0.5499372,0.24853075,0.8678588
0.46687782,0.24524234,0.13983525,0.24024923,-0.3215253,-0.687609,0.9552575
0.18473601,0.09303509,0.10305009,0.09178198,-0.3432748,0.62137365,0.9658009
-0.39415273,-0.203949,-0.13872728,-0.20028421,0.36635628,-0.8384624,0.95073956
-0.5840769,-0.31683615,-0.1930628,-0.30558935,0.4677465,-0.5841511,0.910283
-0.44584155,-0.23309456,-0.03541262,-0.2240856,-0.12176761,-0.87063086,0.99998015
-0.70833695,-0.403404,-0.14063658,-0.379291,0.13959187,-0.53685397,0.9704709
-0.55351007,-0.29742596,-0.24024513,-0.28142852,0.68371856,-0.56077856,0.84136045
-0.75465983,-0.44007343,-0.17638652,-0.41251335,0.25211135,-0.45649177,0.94343126
-0.86035484,-0.5395364,-0.2688723,-0.49510607,0.53449297,-0.26500687,0.8359725
-0.88338447,-0.5658754,-0.22992392,-0.51196074,0.3414448,-0.3057685,0.89292103
-0.7712287,-0.4540007,-0.19360802,-0.42508283,0.31047624,-0.4221539,0.9270443
-0.90602183,-0.594461,-0.27810147,-0.53674483,0.5120232,-0.23002172,0.82534003
-0.93489003,-0.6365276,-0.22746448,-0.55625296,0.2587505,-0.28816837,0.8987372
-0.98177385,-0.73453635,-0.31527895,-0.6330344,0.5130612,-0.16127135,0.7607014
-0.9965324,-0.7955924,-0.22525999,-0.6269316,0.11775532,-0.28989628,0.895497
-0.9789264,-0.9425345,-0.5381764,-0.7695317,1.109607,0.061772317,0.19039595
-0.9655645,-0.9649113,-0.46689594,-0.7925184,0.8195817,-0.03943388,0.32476035
-0.985752,-0.92653304,-0.44075602,-0.7632542,0.78087044,-0.046817765,0.43059942
-0.9870099,-0.7515357,-0.58089024,-0.5842803,1.4097779,0.16752043,0.18549585
-0.939914,-0.6447456,-0.33912322,-0.5729589,0.70715135,-0.13537219,0.7215307
-0.7995641,-0.4790273,-0.20896046,-0.4458977,0.3481339,-0.38246486,0.91203773
-0.6697705,-0.37496427,-0.15568711,-0.35775083,0.2366964,-0.54969525,0.9561543
