s1,s2,s3,s4,s5,s6,s9
-0.87331545,-0.63626146,-0.3648149,-0.5488914,0.80711323,-0.17678592,0.6440341
-0.96201795,-0.6712217,-0.30665264,-0.5900747,0.5384268,-0.16163969,0.77530867
-0.9733782,-0.7523532,-0.383761,-0.6355241,0.7528506,-0.09738714,0.61778545
-1.0590756,-0.9391295,-0.59318596,-0.76853716,1.318919,0.17422,0.121037066
-1.0068727,-0.7825245,-0.38382503,-0.6613479,0.71963197,-0.085286334,0.63001084
-1.1418475,-0.87639064,-0.29053038,-0.75506186,0.2433678,-0.032510623,0.82393944
-1.0262808,-0.8955917,-0.52990896,-0.7326938,1.1347796,0.03679359,0.30008867
-1.004662,-0.85090595,-0.48342276,-0.703898,1.0168172,-0.018991917,0.41045994
-1.0083692,-0.8750963,-0.52714187,-0.72031236,1.1421329,0.03450039,0.3049316
-0.9046948,-0.5993225,-0.28654307,-0.5328302,0.5358815,-0.23852324,0.8141438
-0.74085075,-0.45159552,-0.26696178,-0.412012,0.6163161,-0.37586725,0.83468413
-0.7236723,-0.42534184,-0.16574138,-0.39152545,0.2438913,-0.53032357,0.94223875
-0.44095173,-0.26262364,-0.025052689,-0.23919162,-0.18122837,-0.85835785,0.989649
-0.42177963,-0.21894038,-0.10984062,-0.21378885,0.22128986,-0.82271177,0.9688623
-0.46225,-0.24761853,-0.23745517,-0.23744452,0.7132411,-0.6220075,0.854703
-0.24440645,-0.13625513,-0.044767924,-0.1277726,0.017958099,-0.91405404,0.9862421
-0.081076555,-0.07920291,0.028727476,-0.06067147,-0.20830649,-0.85188186,0.96917707
-0.07759738,-0.005251067,-0.07750101,-0.02451673,0.30904338,-0.95111585,0.9974853
0.1606466,0.06698044,0.021591043,0.072723076,-0.017218597,0.35927886,0.9819733
-0.10963171,-0.021843804,-0.07854413,-0.037775647,0.29524562,-0.9556013,0.99478567
0.3325199,0.17470585,0.0078186,0.17168331,0.14944775,0.46949565,1.0037556
0.64393276,0.37907314,0.11475313,0.34745917,-0.072548226,-0.7904404,0.9745517
0.82425255,0.5764226,0.3249482,0.50856304,-0.720701,-0.15935709,0.71013767
0.8544859,0.54858756,0.36988968,0.4909492,-0.9385275,-0.88412255,0.6162866
0.9593005,0.7799254,0.43635863,0.6644151,-0.92528737,-0.73053885,0.44530633
0.95622325,0.8689487,0.409505,0.7304389,-0.71537966,-0.014742345,0.5058119
0.9442632,0.98897094,0.5650792,0.79402703,-1.1181421,-0.24563685,0.11888188
0.951683,0.96936744,0.5319188,0.8136006,-1.0441679,0.9431511,0.116648376
0.98790056,0.8422024,0.39422977,0.7218449,-0.6901638,-0.7375974,0.5597908
0.9498597,0.8821831,0.43988952,0.7395824,-0.82316214,0.9282192,0.38080955
0.9757586,0.7840056,0.34679353,0.679443,-0.5645542,-0.9224715,0.6749981
0.88783103,0.6473861,0.3136236,0.5635578,-0.6198234,0.42824787,0.7164494
0.8268739,0.55918974,0.26344505,0.49936122,-0.5038564,0.39225477,0.8007588
0.84060836,0.5546744,0.20118412,0.49312705,-0.26556876,0.6027407,0.8866311
0.88383234,0.62163574,0.3801365,0.5433068,-0.87839603,0.87521696,0.6051737
0.9060389,0.6282405,0.23008433,0.5448785,-0.29727566,0.22485837,0.8513336
0.7703108,0.45970535,0.14390464,0.42747942,-0.092337996,0.7994966,0.95316267
0.7746259,0.4966778,0.20165884,0.4461143,-0.30619618,-0.93214124,0.9076759
0.6569328,0.38694245,0.18698983,0.35885867,-0.36647183,-0.830099,0.91837454
0.26701814,0.14172234,0.05752666,0.13520662,-0.08647388,0.8683939,0.9747736
0.4595808,0.23733622,0.18615761,0.23149532,-0.54472584,-0.8815448,0.9124221
0.012760232,0.0008678768,-0.03621347,0.006353001,0.13456908,-0.6680393,0.9919133
-0.4624108,-0.245315,-0.11989309,-0.23550878,0.24314086,-0.7874666,0.96129996
-0.5234443,-0.28409153,-0.13677666,-0.2702905,0.26786005,-0.72426796,0.9475197
-0.4267106,-0.23474066,-0.08534622,-0.22350504,0.105207704,-0.8364524,0.98523176
-0.76869273,-0.46672574,-0.24080189,-0.42801365,0.49173254,-0.37824833,0.8698522
-0.8035292,-0.48949158,-0.18720554,-0.448717,0.26046407,-0.44420096,0.93471944
-0.9492779,-0.8063861,-0.4989611,-0.6681332,1.1187716,-0.011805847,0.35301858
-1.0546749,-0.682937,-0.18827493,-0.60884535,0.045422416,-0.28870827,0.9825375
-0.8199491,-0.51173615,-0.25319377,-0.4600296,0.49662825,-0.33533758,0.86198753
-0.7516947,-0.46634153,-0.2673817,-0.42402244,0.59737855,-0.35858428,0.8393794
-0.93191105,-0.662749,-0.33117685,-0.57159144,0.64580303,-0.15539685,0.72313446
-0.89444757,-0.7167055,-0.42724532,-0.6028887,0.9586661,-0.098936215,0.50198865
-0.91319686,-0.65232843,-0.34174526,-0.56314486,0.6995273,-0.16548239,0.6980976
-0.89066315,-0.6118356,-0.32041466,-0.53714937,0.6593515,-0.20121965,0.7423988
-1.0024536,-0.87247664,-0.5214737,-0.71185553,1.1427115,0.026738927,0.3099938
-0.97672176,-0.69798255,-0.32371634,-0.6061487,0.5699258,-0.13638972,0.7424404
-1.0153942,-0.8808673,-0.5210549,-0.7256092,1.120503,0.026095882,0.31732613
-1.0206661,-0.8036153,-0.39100733,-0.6723195,0.72622985,-0.07695922,0.6224004
-0.9923748,-0.7639074,-0.37756154,-0.646147,0.7192045,-0.09469067,0.63183534
-0.91398096,-0.65303373,-0.34430248,-0.56680375,0.71221626,-0.16282913,0.6895474
-0.6644401,-0.38273978,-0.21225138,-0.3549641,0.47276318,-0.48171097,0.8864381
-0.696184,-0.40658352,-0.17799759,-0.3752768,0.31270394,-0.5244354,0.9262662
-0.30843565,-0.13244778,-0.12783243,-0.13799821,0.39495987,-0.8699335,0.9498001
-0.14064318,-0.058964513,-0.05904699,-0.062024064,0.16752107,-0.91199005,0.99331033
0.017613137,-0.0054535563,-0.020396557,0.005036321,0.07198908,-0.6336784,0.98274255
0.22193617,0.10916882,0.089838326,0.109844275,-0.260574,0.77976745,0.9575802
0.16213381,0.086738884,-0.06201695,0.08610847,0.33236092,0.7630789,1.0164179
0.5437509,0.3094348,0.09231971,0.28826997,-0.057792116,-0.7543914,0.9807714
0.22777101,0.12099695,0.039851107,0.116766736,-0.046264485,0.94498694,0.9792689
0.3220072,0.16505109,0.031150308,0.16533412,0.043672778,0.49756962,0.9867443
0.62844974,0.36513418,0.15029478,0.3388948,-0.2420215,-0.6447271,0.94185245
0.5930856,0.32879984,0.21121813,0.31570816,-0.52057123,-0.13902879,0.8654402
0.7911674,0.5176519,0.22794123,0.46322724,-0.40062484,0.098309964,0.85080945
0.7078031,0.4332697,0.12460615,0.3869336,-0.0625434,-0.5534705,0.96645784
0.9891871,0.90150744,0.3672412,0.755843,-0.5434421,0.9601033,0.58155406
0.9392445,0.9042632,0.54260147,0.73804724,-1.157481,-0.020718232,0.17701477
0.9963779,0.8486618,0.36323923,0.7220128,-0.56042904,-0.69639486,0.65216255
0.9455563,0.9668207,0.54121584,0.79282606,-1.0713892,-0.00066557527,0.1572448
0.95931274,0.954884,0.49137363,0.79086787,-0.908897,-0.1605432,0.29734275
0.9313365,0.76293606,0.3805254,0.6485437,-0.7313954,-0.09905694,0.5880569
0.92853755,0.6860416,0.40587726,0.597084,-0.9132513,0.7421817,0.5378182
0.7842111,0.51868606,0.27231646,0.46453807,-0.5734626,-0.0055476874,0.7902925
0.667291,0.3905527,0.22203305,0.3644833,-0.52459127,-0.9345949,0.8826524
0.78859943,0.5112331,0.28200683,0.46081308,-0.6209769,-0.681315,0.7991581
0.69831854,0.37655762,0.081337325,0.36337763,0.109674715,0.977347,1.0020821
0.54175127,0.29806966,0.13144737,0.28977814,-0.23075637,0.69926757,0.9459255
0.36944315,0.18638404,0.016586415,0.18587482,0.13795975,0.19397682,1.0037838
0.6418759,0.36719763,0.28024954,0.34767935,-0.7749225,-0.95869887,0.77718186
0.64347625,0.37273917,0.27664563,0.3511538,-0.76329046,-0.9366602,0.7859619
0.23482229,0.10828897,0.082044885,0.10542231,-0.23243926,0.8774997,0.9647539
0.55302036,0.2963952,0.15679218,0.28488848,-0.3375597,-0.66596776,0.93267095
0.31979665,0.15755224,0.10954146,0.16303325,-0.28678066,0.502913,0.9411422
0.05348391,0.012637644,-0.017059198,0.021737542,0.06698507,-0.51403546,0.9792366
-0.62454665,-0.3706695,-0.26919997,-0.33960554,0.7107617,-0.46705356,0.830683
-0.79872143,-0.49362573,-0.2527346,-0.45034558,0.50581694,-0.34321296,0.8589758
-0.85166717,-0.6136509,-0.36328763,-0.5323261,0.8178888,-0.19202185,0.64942193
-0.95711863,-0.734689,-0.3841596,-0.62155014,0.7772604,-0.10069483,0.61352485
-0.94236594,-0.7423423,-0.41260713,-0.6262984,0.8741225,-0.08512279,0.546623
-0.9984826,-0.8461966,-0.4739785,-0.69650936,0.99480224,-0.02494058,0.4248667
-1.0163714,-0.7932767,-0.38501218,-0.6694557,0.7079483,-0.08017193,0.633816
-0.9972574,-0.8602896,-0.528815,-0.71275806,1.1705627,0.034401223,0.29455584
-0.9530654,-0.66241664,-0.306685,-0.5807127,0.5437365,-0.16867971,0.7767687
-0.9864139,-0.809701,-0.44504595,-0.67531395,0.9160959,-0.054534003,0.49447232
-0.8595059,-0.6042676,-0.33952647,-0.5269266,0.74594456,-0.21138282,0.700518
-0.9026881,-0.7027924,-0.40617043,-0.5943777,0.88566506,-0.111195385,0.5558301
-0.99058515,-0.710687,-0.3130263,-0.6204491,0.5217909,-0.13252059,0.76884234
-0.9880317,-0.7848989,-0.40586874,-0.6579159,0.80043626,-0.07942124,0.57596016
-0.99998504,-0.79491836,-0.39632308,-0.6651937,0.7633166,-0.080497056,0.5951237
-0.93865275,-0.69564724,-0.36291072,-0.5960187,0.7349652,-0.1253698,0.65741414
-0.9430189,-0.6034697,-0.22239882,-0.54008996,0.26795715,-0.30540013,0.9226628
-0.88503814,-0.69292694,-0.41451287,-0.5823458,0.937019,-0.11422663,0.5329474
-0.83934474,-0.5835479,-0.33611548,-0.5083317,0.75248855,-0.22457509,0.70789933
-0.49024293,-0.27346742,-0.08615664,-0.2616732,0.062024694,-0.80691576,0.98899645
0.049154237,-0.017374124,0.049543276,0.006594824,-0.2190548,-0.53226143,0.9611373
-0.08473837,-0.0194033,-0.06689948,-0.031058623,0.24036892,-0.9046112,0.9993923
0.32476798,0.16980535,0.046505596,0.16575365,-0.014331287,0.46226192,0.978962
0.49923497,0.2727764,0.16171204,0.2645491,-0.37252867,0.82093656,0.9284116
0.5920862,0.3321504,0.20750916,0.31855348,-0.50322044,-0.37243754,0.8764443
0.5317741,0.31567952,0.07755069,0.28534076,0.013142756,-0.82857674,0.9882602
0.6805496,0.41097894,0.13153209,0.36908686,-0.108769394,-0.35797283,0.9531806
0.6357892,0.38090482,0.108353965,0.3418107,-0.049702603,-0.8686816,0.97694725
0.7130431,0.43777552,0.2509588,0.4106034,-0.5660981,0.84976697,0.8397342
0.61361915,0.34573567,0.2175429,0.3310191,-0.527192,-0.31569904,0.8645841
0.74053794,0.4566564,0.1573166,0.40796453,-0.16678701,-0.6550651,0.9430958
0.91040194,0.64306283,0.3517508,0.5657662,-0.76182175,-0.8658197,0.66059846
0.94944894,0.7385343,0.31391364,0.629243,-0.52871186,0.88862646,0.7194101
1.00559,0.90700454,0.3531876,0.7583504,-0.4814344,0.9064114,0.61616176
0.9827462,0.8977538,0.37830034,0.7513939,-0.5858104,0.96831,0.5479383
0.92268544,1.1109059,0.72061986,0.872869,-1.553205,0.5183515,-0.32766932
1.0269184,0.98193276,0.4141952,0.8337863,-0.5976858,-0.92497534,0.50688076
1.0148171,0.8921168,0.37222502,0.76447195,-0.5386077,-0.98502535,0.6111387
1.0219226,0.76675296,0.21760525,0.64854795,-0.10122737,0.58040893,0.85940266
0.8995209,0.688368,0.39281052,0.5904568,-0.8678995,-0.2003486,0.57308
0.73537,0.47078082,0.12025091,0.41175634,0.0054860893,-0.8597494,0.9723825
0.52676266,0.30369312,0.065666445,0.27815562,0.04168031,-0.7777837,0.9918449
0.42719302,0.22479051,0.19029783,0.22046022,-0.56087506,-0.9306781,0.90676266
0.38489968,0.21399507,0.030581161,0.19931751,0.093326606,-0.74376374,0.996156
0.2630157,0.13806438,0.05865975,0.13189803,-0.10148371,0.89399326,0.9723936
0.33708903,0.17461579,0.19120024,0.18358006,-0.60150594,0.49039078,0.86403966
0.32298154,0.15994209,0.07465597,0.16176784,-0.13803418,0.47295904,0.96101135
0.26480514,0.13458583,0.14688997,0.1270754,-0.46576923,0.90658486,0.9267706
0.037585836,0.006642695,-0.024060749,0.015739389,0.09553661,-0.57703316,0.98337114
-0.26194984,-0.092546195,-0.15351965,-0.10837436,0.5431781,-0.8725504,0.92314744
-0.45176443,-0.25418517,-0.24671067,-0.24055442,0.7473634,-0.6328039,0.8428422
-0.50549835,-0.26751387,-0.18364285,-0.2535389,0.47808373,-0.6428704,0.8994474
-0.6579808,-0.3867208,-0.16814375,-0.35372964,0.29287353,-0.5645116,0.93420875
-0.89489675,-0.61261916,-0.3057431,-0.5391251,0.6015025,-0.20990407,0.775041
-1.0160749,-0.77193207,-0.35359254,-0.6547761,0.61788434,-0.0861047,0.6890216
-0.98939604,-0.85671693,-0.5266755,-0.705839,1.1758585,0.032157063,0.28862396
-0.9585065,-0.7376059,-0.38242704,-0.6254082,0.7634393,-0.10256613,0.61747104
-1.0068207,-0.87365305,-0.5186593,-0.71867603,1.1195718,0.02308917,0.32242662
-0.99659556,-0.7935067,-0.4125137,-0.67034066,0.81337583,-0.0744111,0.574212
-0.99197125,-0.85484004,-0.5026991,-0.7050502,1.0864772,0.0045405924,0.35661572
-0.9683664,-0.75341964,-0.39531568,-0.6334953,0.80047244,-0.09364629,0.59107375
-0.9484522,-0.7652291,-0.43294847,-0.6433246,0.91518927,-0.066952646,0.5071888
-0.9615128,-0.70860857,-0.35024858,-0.60536015,0.6716181,-0.12579566,0.6890925
-0.8511319,-0.6238209,-0.3727259,-0.5349367,0.8498336,-0.18502049,0.6251083
-0.98267365,-0.6433149,-0.23159583,-0.58100796,0.2582848,-0.2598691,0.91396105
-0.89975935,-0.5941027,-0.28283456,-0.5309532,0.52289003,-0.23838228,0.82305527
-0.9580207,-0.6412956,-0.27259046,-0.5724729,0.4260921,-0.20874922,0.8431435
-0.8672227,-0.57072496,-0.29784763,-0.5084791,0.613347,-0.24961121,0.79074055
-0.91644114,-0.71605825,-0.4052392,-0.60352355,0.8736885,-0.10443951,0.5619929
-0.8326886,-0.5216662,-0.24184588,-0.4746084,0.4420451,-0.33630288,0.87603456
-0.5585863,-0.30663982,-0.17116494,-0.28443116,0.38908786,-0.6277749,0.9149517
-0.29725954,-0.13431059,-0.11087274,-0.1346099,0.32199967,-0.89538246,0.96542686
0.028638784,0.011157646,-0.040113185,0.015258215,0.1667315,-0.6860051,0.994871
0.4637399,0.22950429,0.15064842,0.23320235,-0.37891585,-0.38676918,0.9190226
0.7526063,0.42582974,0.13604519,0.401608,-0.070565216,0.9621358,0.96949035
0.6117249,0.3542018,0.11050214,0.3221656,-0.09059278,-0.7252238,0.9726744
0.7087663,0.43645155,0.26561475,0.4073665,-0.61694187,0.8992958,0.81620187
0.74162287,0.4686589,0.30609974,0.43157858,-0.7562215,0.17613944,0.73730063
0.8505237,0.55332834,0.38420057,0.49615645,-0.9518225,0.912171,0.6146631
0.84523004,0.58214235,0.2922637,0.51858056,-0.60201085,0.7894707,0.7653172
0.62991655,0.35724857,0.10263729,0.33506325,-0.02983032,0.25958866,0.97217846
0.8154477,0.5632543,0.29911813,0.49850136,-0.6419189,0.112974316,0.7447292
0.7182588,0.43762845,0.24802238,0.4066808,-0.559149,0.36888522,0.82310694
0.95996124,0.84382737,0.39565313,0.7144138,-0.7121013,0.8202872,0.51263463
0.9462273,0.84402585,0.42947772,0.71560395,-0.8310711,0.7981723,0.42951393
0.9959919,0.8635461,0.33770776,0.725517,-0.446149,-0.087752186,0.6782674
0.93878365,0.8117948,0.4062442,0.68697023,-0.7757036,-0.099118896,0.5234885
0.95494694,0.8539968,0.5128008,0.71070164,-1.0913109,-0.74122745,0.26447254
0.9562098,0.8530808,0.52611613,0.7055402,-1.1350479,-0.8404993,0.23108739
0.9509873,0.86543393,0.5191099,0.7116754,-1.1085093,-0.631788,0.252833
0.90994126,0.62243277,0.44488814,0.53168696,-1.1321967,-0.49154758,0.47347513
0.8688419,0.58427685,0.24187633,0.52129143,-0.37881243,0.9044833,0.8494059
0.72757167,0.4478937,0.23513606,0.41236448,-0.4888837,0.15153682,0.8378177
0.30305636,0.16182986,0.03475923,0.1595195,0.025177285,0.600505,0.97990656
0.20281976,0.10165652,0.039222345,0.10307024,-0.06494893,0.80617404,0.9741588
-0.0786471,-0.009741956,-0.07535357,-0.022480449,0.2946849,-0.95469296,0.9992877
0.24994946,0.11826129,0.12136026,0.11416394,-0.37080732,0.9462185,0.9516092
-0.1001024,-0.07370127,-0.007730843,-0.06035056,-0.064289086,-0.8414373,0.9761535
-0.32072273,-0.20430802,0.06653586,-0.17995751,-0.47556958,-1.0077109,0.9840914
-0.20542675,-0.063126616,-0.119697586,-0.07636288,0.44222352,-0.9388699,0.95773697
-0.283524,-0.18490522,0.03382003,-0.16487171,-0.33573052,-0.9644785,0.97911745
-0.426737,-0.21060602,-0.1598896,-0.20518994,0.44573218,-0.73892546,0.9189168
-0.61929077,-0.34956536,-0.18772632,-0.32656565,0.40896672,-0.5513933,0.9058798
-0.7437282,-0.44564065,-0.15051872,-0.4056189,0.16116324,-0.558131,0.96532035
-0.95342374,-0.6916278,-0.33365357,-0.5959501,0.6371336,-0.138244,0.71029603
-0.9688377,-0.8000643,-0.44940698,-0.66316044,0.95330393,-0.050868914,0.47085148
-0.99374866,-0.85621,-0.50741506,-0.70327604,1.0985417,0.012700111,0.33884683
-0.9991343,-0.81209415,-0.42048052,-0.6738729,0.8315845,-0.07046411,0.55253917
-1.02751,-0.8534947,-0.43340886,-0.70776635,0.83763283,-0.0597312,0.53751415
-0.9851677,-0.8425636,-0.48973578,-0.6940971,1.047012,-0.013064623,0.38897327
-1.0419722,-0.9184769,-0.56996953,-0.75679976,1.2552958,0.11094886,0.19321156
-0.97903085,-0.7207501,-0.3426266,-0.6155949,0.6411335,-0.11590909,0.7020879
-0.9341167,-0.6036133,-0.23379414,-0.53956693,0.3101238,-0.28774226,0.90676117
-0.8180829,-0.50372034,-0.21018647,-0.45615467,0.33147353,-0.39801568,0.9119431
-0.7553263,-0.4465092,-0.10989762,-0.41484556,-0.022372141,-0.6021939,1.0011444
-0.84436184,-0.5398821,-0.28345984,-0.48595908,0.5798022,-0.2814564,0.8184262
-0.69442385,-0.40626612,-0.07579541,-0.38318664,-0.12627521,-0.6343534,1.0067273
-0.5918098,-0.33093154,-0.20898208,-0.30735588,0.5153906,-0.53724927,0.88285464
-0.6926265,-0.40310058,-0.21671316,-0.3724778,0.46290296,-0.46329224,0.8910112
-0.68979716,-0.40119797,-0.17686984,-0.37008545,0.3075689,-0.5320875,0.9286399
-0.37108234,-0.1854438,-0.106328756,-0.18252718,0.23864487,-0.85824853,0.96991813
-0.21145181,-0.14350018,0.07967008,-0.125974,-0.47275472,-1.0220699,0.9753785
-0.37918088,-0.21915565,-0.044720273,-0.20158607,-0.05897155,-0.87981755,0.9891114
0.2222949,0.105233796,0.095742226,0.10591631,-0.29792854,0.7090438,0.9512678
0.4784691,0.25792706,0.18009558,0.24984732,-0.45913365,0.9255606,0.91301686
0.7741571,0.47986045,0.15384136,0.4239416,-0.1322577,-0.29915467,0.9389985
0.6835215,0.4117153,0.18951182,0.3801783,-0.35669816,-0.91790795,0.91746503
0.89213246,0.59756273,0.19991328,0.5151986,-0.19358255,-0.21431156,0.90486157
0.905743,0.688489,0.33586118,0.59796184,-0.63031274,-0.10906779,0.68595046
0.9963692,0.7476482,0.26341954,0.63578576,-0.31443584,0.92618454,0.80270314
0.9113893,0.61226773,0.20076987,0.5358917,-0.20535593,0.69544053,0.8915179
0.8951761,0.63252056,0.30737677,0.55859345,-0.58461434,-0.8972811,0.7580296
0.9433577,0.72507817,0.42986742,0.6193036,-0.9676582,-0.67454255,0.47751397
0.83832616,0.56223625,0.24388705,0.4943653,-0.40194806,-0.18424088,0.8463261
0.878479,0.6096696,0.254819,0.5366138,-0.39771682,-0.94744265,0.8414986
0.9450349,0.71828306,0.30456263,0.6220765,-0.4790912,-0.721189,0.76764315
0.9636153,0.7851997,0.35664415,0.6686108,-0.6027705,-0.47711834,0.66562325
0.942433,0.7623707,0.38005492,0.65319777,-0.73866624,0.40761155,0.5756027
1.0175657,0.8920959,0.37617406,0.76395845,-0.55211824,-0.9352773,0.60478497
0.9607277,0.94030064,0.52935535,0.76301223,-1.0484213,-0.60836494,0.21894163
0.9321258,0.6843549,0.40684527,0.5965708,-0.93008804,-0.6795274,0.5358777
0.86036456,0.5658257,0.19023897,0.49668634,-0.2003384,0.30142093,0.90221524
0.79474103,0.5174448,0.21428351,0.456188,-0.34754193,-0.15027207,0.87685794
0.81996554,0.52874994,0.22139634,0.47773257,-0.35640246,0.8688693,0.8734086
0.51761454,0.28724197,0.13037337,0.27257082,-0.22842558,0.9033866,0.9565268
-0.09104452,-0.019360337,-0.07201586,-0.029187707,0.27619383,-0.9471123,0.9980546
-0.1311542,-0.10520383,0.06474658,-0.085368,-0.37276897,-0.95330954,0.9721568
-0.29384378,-0.1205904,-0.1412007,-0.12551725,0.4694857,-0.8576087,0.93196285
-0.44550112,-0.23478627,-0.116506785,-0.2275116,0.23825772,-0.79740316,0.96323115
-0.36877722,-0.1689429,-0.13876761,-0.1721387,0.4013592,-0.802481,0.9358555
-0.3410097,-0.18638438,-0.06673175,-0.17582045,0.06819458,-0.8923196,0.9889459
-0.44732407,-0.23665638,-0.22688924,-0.23063134,0.6850498,-0.63558674,0.85765594
-0.6089941,-0.34760764,-0.110639475,-0.32615274,0.078758374,-0.72298425,0.98556525
-0.75450176,-0.49484482,-0.315198,-0.44414642,0.7621093,-0.33289695,0.7618134
-0.65591156,-0.3788981,-0.13939367,-0.3493704,0.1753932,-0.639769,0.9624974
-0.9212184,-0.6383032,-0.31941578,-0.5622011,0.6280831,-0.18382026,0.743879
-0.90898967,-0.70050186,-0.40053347,-0.5928356,0.8757642,-0.11420181,0.5645474
-1.0353818,-0.82247066,-0.38523555,-0.68801695,0.68294173,-0.07777554,0.63602436
-0.9953078,-0.8144211,-0.42916924,-0.67361826,0.8616916,-0.06842622,0.53156674
-1.0320996,-0.9002918,-0.52975094,-0.736646,1.1418043,0.041398257,0.29750234
-1.0307311,-0.7963691,-0.36800668,-0.6715849,0.6459238,-0.082475275,0.6611663
-0.98443365,-0.8193531,-0.4615983,-0.67933226,0.96575135,-0.043199867,0.45086116
-0.9793409,-0.72494304,-0.3426785,-0.6273019,0.6289081,-0.11635496,0.7037318
-0.9435057,-0.63762367,-0.29614434,-0.5628347,0.5272491,-0.19248499,0.8002798
-0.8034987,-0.49729508,-0.2268584,-0.44787663,0.3988184,-0.37876004,0.8940695
-0.78987175,-0.48920837,-0.2575448,-0.44327098,0.5359852,-0.34553754,0.85171396
-0.5909956,-0.32957757,-0.21248491,-0.30704254,0.52872413,-0.5312598,0.88378656
-0.54076314,-0.29900622,-0.11595245,-0.2796046,0.15426375,-0.75332445,0.9739225
-0.6438305,-0.38957393,-0.27496812,-0.35729486,0.71036565,-0.44507372,0.82357836
-0.42067653,-0.2118666,-0.14304821,-0.20431083,0.37657776,-0.7741505,0.9350175
-0.5173159,-0.28346676,-0.13247617,-0.26743126,0.24532329,-0.73452854,0.95431054
-0.40077406,-0.24059671,-0.023779767,-0.21485849,-0.15625383,-0.88067335,0.9876478
-0.2945173,-0.12085408,-0.12167223,-0.13051416,0.37719923,-0.88571954,0.950925
-0.060238484,-0.00609009,-0.06622053,-0.016852343,0.25319976,-0.90705025,1.0006248
0.32358035,0.16619442,-0.0003916307,0.16286778,0.18466754,0.5476445,1.006679
0.43246642,0.22589174,0.09046113,0.22198948,-0.14697951,-0.85522133,0.97115016
0.56493974,0.3116267,0.1711409,0.30091327,-0.360695,-0.13799118,0.9046066
0.71446735,0.4350158,0.18599619,0.3971831,-0.31352007,-0.7355863,0.9149862
0.94687384,0.7122322,0.35247743,0.6229803,-0.6791425,-0.9181335,0.6506622
1.0095748,0.80143976,0.27445385,0.67967224,-0.30436736,0.7362374,0.77417445
0.9606584,0.7901051,0.46979785,0.6758145,-1.0279163,0.89777946,0.37159482
0.8928991,0.64186287,0.31280747,0.56061447,-0.6207685,0.6569541,0.7294036
0.9426597,0.7090238,0.30706093,0.6173938,-0.5003093,-0.9046401,0.75985605
0.88063127,0.62566924,0.4040032,0.5513714,-0.9785893,0.30606592,0.556705
0.9873906,0.7133028,0.24760039,0.612881,-0.28167596,0.86861014,0.83084995
0.95357335,0.7345954,0.31210548,0.6346646,-0.491746,-0.86670905,0.7501257
0.86451703,0.5918587,0.22178705,0.5190419,-0.28532,-0.9101331,0.8847405
0.84189814,0.5584049,0.16264294,0.48998368,-0.07175356,-0.8364896,0.94439304
0.91482645,0.7118735,0.331257,0.61407083,-0.6005566,0.117453605,0.68340784
0.95140296,0.76067746,0.41857675,0.6498454,-0.8875353,-0.59801686,0.4992407
0.9714697,0.777052,0.29245996,0.6587485,-0.3831119,0.35230303,0.74568594
0.95641214,0.8419547,0.40991017,0.7170308,-0.76013845,0.6970535,0.47761127
0.8076317,0.5216042,0.23708175,0.47173774,-0.41326064,0.8912636,0.8578048
0.77527565,0.50222015,0.27853137,0.45952934,-0.631919,0.6702713,0.7907008
0.6547548,0.3821581,0.22402339,0.3642359,-0.5073707,0.22147137,0.8506891
0.4659083,0.23434895,0.12629934,0.23662591,-0.27430898,-0.6995197,0.95078856
0.20808986,0.096170165,0.08879604,0.09867219,-0.27933416,0.6171045,0.9532622
-0.40234172,-0.19381517,-0.15164715,-0.18809772,0.43149284,-0.7700792,0.92641723
-0.57494926,-0.32072726,-0.20647188,-0.30225104,0.5186895,-0.549065,0.88346374
-0.44325548,-0.25590318,-0.057666566,-0.23536454,-0.044351712,-0.8452819,0.9923314
-0.702622,-0.41430616,-0.15288645,-0.3828012,0.20031846,-0.5836277,0.9557624
-0.5753317,-0.3294006,-0.25236008,-0.30898896,0.68361384,-0.50997376,0.84540606
-0.75029457,-0.4487747,-0.18692839,-0.40846193,0.30094737,-0.4820418,0.9253155
-0.8523275,-0.5476086,-0.28105727,-0.49026895,0.5679271,-0.2789089,0.817269
-0.89415973,-0.5683487,-0.2451378,-0.5112621,0.39209124,-0.29870498,0.8829361
-0.76264447,-0.4536248,-0.20665872,-0.41937786,0.3674416,-0.4405613,0.9106269
-0.90484786,-0.60378724,-0.29292762,-0.5386815,0.5526013,-0.22379336,0.8049095
-0.9686458,-0.63798624,-0.24377356,-0.5746578,0.3054586,-0.2483016,0.8991825
-0.9950331,-0.7304539,-0.32839665,-0.6282929,0.5711779,-0.11502222,0.730101
-1.1151509,-0.78583306,-0.24340533,-0.6963117,0.14226736,-0.13352227,0.9192902
-1.0500927,-0.9260238,-0.57207245,-0.7572607,1.2620028,0.112134576,0.19053632
-1.013119,-0.8782124,-0.50926405,-0.72018784,1.0862569,0.014515996,0.34402904
-0.99974173,-0.8410991,-0.47170028,-0.6979405,0.97475094,-0.03312722,0.43961516
-1.0390543,-0.91465825,-0.5774643,-0.7513355,1.2962132,0.13040197,0.1661495
-0.9207558,-0.6673911,-0.34764925,-0.57202125,0.7163531,-0.15562384,0.68512416
-0.78880566,-0.48097387,-0.22258301,-0.43838504,0.40258536,-0.38916385,0.89645344
